clean_tweet,emotion,label
feeling need gorgeous envy,happy,3
feeling confused life want know life,fear,2
keep coming back feel awfully selfish feel low negative many far worse position,angry,0
think feeling fro trusting god sometimes apathy,happy,3
woke today feeling pissed,angry,0
wanted feel greedy,angry,0
feel team pretty dangerous playoff york left wing ruslan fedotenko note said,angry,0
im feeling blessed live state beautiful sight like virginia,happy,3
personally feel massively talented actor chris evans captain america,happy,3
guess make feel appreciative able live life,happy,3
tend stop breathing feeling stressed,angry,0
seriously considered pulling offer feeling rushed quickly,angry,0
feel empty inside like light drained,sad,4
feel weird perfect day worry free lazy junk food video game,fear,2
im feeling le thrilled go back second choice donor mr,happy,3
wanted feel frightened anymore,fear,2
looked son run rubbish dad step shocking arm smiled season best though said feeling tad foolish still two jump left ground swallow,sad,4
feel cdm flac custodes title alibi much feel cdm flac custodes download super speed resume support premium account img src http,happy,3
feel tortured allowed enjoy food way friend,angry,0
feeling proud philippine ought called emerging asian tiger prime minister canada describe economy philippine definitely rising,happy,3
somehow feel distraught hopeless,fear,2
feeling grouchy everything past week yesterday happy day,angry,0
love raising money variety make proud think oh gosh year old raised dollar wow feel like people want help also get cute dress back closet,happy,3
feel really heartbroken,sad,4
dwelling current state life unsure place life going feeling bit bitter god,angry,0
feel losing steam friend help time pas pleasant way,happy,3
listen feel dissatisfied,angry,0
struggle church feeling useful ward,happy,3
struggling find common ground feeling deprived managing stress activity living healthy lifestyle,sad,4
feeling fine november pat bertram href http ptbertram,happy,3
tell pretty hundred time mean feel pretty,happy,3
dunno word im even looking guess im exactly feel im selfish know,angry,0
feel unfortunate end year old hate father unless cease use daughter pawn impress woman still young enough realize really going,sad,4
believe even though time feel hospitalized pretty sure good thing,happy,3
feel envious keep post regular interesting wish could feel way,angry,0
feel strong sense relief,happy,3
feel still forgive called pervert hey im sorry totally life,sad,4
feel like losing confidence feel calm,happy,3
feeling abnormally wimpy staked bird feeder,fear,2
could checked back feel like got greedy took shot endzone throw right ball wanted throw got picked,angry,0
think sexy also make feel confident teeny tiny itsy bitsy bottom seem vogue,happy,3
got good feedback summary uganda still feel though missed lot thing wanted say hope ill able come back later,sad,4
feel privileged read story received enjoyed crafting piece believe justice new zealand woman screenwriter write feature film,happy,3
ever wanted make happy made feel stupid,sad,4
younger could think move country feel accepted belong,happy,3
know feel dismayed least sheepish one friend basically belief eating disorder actually emotional response statement one genuine surprise pleasure someone noticed remembered something,sad,4
feel like im getting admit stunned realized list entire laundry list impossible pie sky dream,surprise,5
im feeling productive brave,happy,3
feel people encounter day rude mean reason,angry,0
fix anticipating feeling humiliated see workmate friend,sad,4
always feel afraid telling people dont want see differently self image poor dont want transcribe onto,fear,2
im accused feeling superior character usually people feel superior others,happy,3
feel bring coming savage wax doll cloud blown across tak feeling bare foot moving fast brought love time yet made,angry,0
got sick feeling stomach blog post cute laundry room dryer going,happy,3
see december month happiness counting day christmas feel like season jolly anymore,happy,3
must admit feeling popular wonderful feeling,happy,3
know feel sorry feel like,sad,4
feel effect backfire change distracting solondz talented enough gain sympathy sans gimmick,happy,3
feel bit discouraged,sad,4
feeling resentful enough want write mean need work look getting hackle raised others judge,angry,0
feel thoroughly unwelcome school individual people clearly deeply moved work choice,sad,4
hope one day escape tia place feel held back inhibited reaching potential isnt decide pray,sad,4
hope consider coming shell let everyone around feel gorgeous personality,happy,3
im marketer couldnt bothered investigate make feel consumer probably cant bothered either,angry,0
also feel like keeping intentionally stupid behind slow past ive known keeping gaga would require getting light speed transforms artist im ready hold nothing back,sad,4
feel unfortunate last couple day even discovered seventy time seven even existed hearing twosongs together brought somewhat closure certain part musical life,sad,4
feeling adventurous get little better aiming direction drip want try make something like,happy,3
still feeling positive effect visit therapist feel confident ability connection psychologist necessary dr,happy,3
im feeling bit le anxious im actually starting look forward challenge big event,fear,2
stopped challenging always make feel superior like magic whole fighting stopped,happy,3
feel emotion deeply saddened stunned matter,surprise,5
sure pleasure living open air sky roof ground table part feeling savage returning wild native habit,angry,0
need express feeling badly ignore offended,angry,0
feel useful even adding two cent,happy,3
didnt even realise control feeling lately week calm gain much needed perspective,happy,3
wont go anxiety feeling neurotic,fear,2
im honest say part feel tortured though part system function life one allows order manipulate people way lined positioned serve prupose need,fear,2
feel entertained arrive park,happy,3
ill still need chemo least feel relatively reassured prospect,happy,3
feel skeptical look eye roll say need bigger house dink double income kid prettymuch awesome acronym ever,fear,2
feel hated feel like dont belong feel want die,angry,0
im feeling obnoxious anymore,angry,0
feel venting notebook amazing,happy,3
im choosing feel bad stop absolutely ludicrous,sad,4
function best lot plate feel uncomfortable life nothing,fear,2
im sure could tell werent feeling adventurous antipasti found mozzarella proscuito pretty good,happy,3
feel frightened kind raw way,fear,2
